exp,phi_0,dV_ges,eps_0,h_dp_max,h_w_0,V_dp,Sep. Eff.,status
15mmol_20C,0.000379519,993.0576951,0.299356027,0.032089376,0.107956841,0.018430336078334407,1.0,success
15mmol_20C,0.000324614,995.5759231,0.298850589,0.070884646,0.109011937,0.01810507718359244,1.0,success
15mmol_20C,0.000292262,1003.141817,0.300295432,0.074512727,0.108335639,0.018270295275594185,1.0,success
15mmol_20C,0.000278912,995.9386332,0.299512249,0.064799326,0.107322791,0.018538813268851054,1.0,success
15mmol_20C,0.000446906,1000.564352,0.401184136,0.045435774,0.100553676,0.020361110497115188,1.0,success
15mmol_20C,0.000450968,995.7202563,0.400141669,0.042461959,0.099674258,0.02058043946084891,1.0,success
15mmol_20C,0.000499166,1002.972509,0.400726699,0.046791844,0.100050923,0.02051184030321662,1.0,success
15mmol_20C,0.000436892,1003.970136,0.399749759,0.037030752,0.108159581,0.01837709854030235,1.0,success
15mmol_20C,0.000361576,1000.697795,0.400765488,0.06508057,0.109293213,0.018030680401141412,1.0,success
15mmol_20C,0.000340119,1003.90345,0.400096696,0.073524844,0.109138273,0.01805818786994113,1.0,success
15mmol_20C,0.000323025,1002.279227,0.400448638,0.076759079,0.108353155,0.018253668362625885,1.0,success
15mmol_20C,0.000562557,1010.292857,0.499865563,0.043558464,0.100626736,0.020345837691473936,1.0,success
15mmol_20C,0.00057887,1014.605545,0.499584385,0.044103182,0.099812218,0.02055802288917212,1.0,success
15mmol_20C,0.000637832,994.493673,0.498014119,0.042463494,0.100906723,0.020261401835079896,1.0,success
15mmol_20C,0.000526295,1004.803104,0.500037801,0.045139868,0.101938865,0.019977367660136226,1.0,success
15mmol_20C,0.000458533,996.6704994,0.499705173,0.044022573,0.106222393,0.018813572257404935,1.0,success
15mmol_20C,0.000409391,1000.777251,0.499647649,0.068103607,0.10792351,0.018379258575383056,1.0,success
15mmol_20C,0.000414262,1006.62312,0.500790215,0.056538621,0.108647546,0.018206115122798735,1.0,success
15mmol_20C,0.000486161,1250.108452,0.299889494,0.040868091,0.102740609,0.019801387486056983,1.0,success
15mmol_20C,0.000492233,1249.808619,0.299917072,0.039588467,0.099979083,0.02053055145836855,1.0,success
15mmol_20C,0.00048966,1248.349074,0.299807559,0.042113662,0.098520638,0.0209241166761148,1.0,success
15mmol_20C,0.000413267,1251.893557,0.300082445,0.038818411,0.104997322,0.019190829606496883,1.0,success
15mmol_20C,0.000354726,1248.264315,0.299649999,0.03805335,0.106645016,0.01877563149218492,1.0,success
15mmol_20C,0.000308625,1250.009063,0.300016848,0.04267257,0.107568497,0.018517832334617956,1.0,success
15mmol_20C,0.000290868,1253.280954,0.300503871,0.047419394,0.105446772,0.019075531146235142,1.0,success
15mmol_20C,0.000531412,1257.929749,0.400964588,0.039940086,0.100374031,0.02039225021409149,1.0,success
15mmol_20C,0.000491305,1240.129111,0.397832796,0.039922,0.100867067,0.020263233287849066,1.0,success
15mmol_20C,0.000496821,1252.884566,0.399578268,0.0353372,0.1019348,0.019996081732439695,1.0,success
15mmol_20C,0.000464331,1255.424561,0.399894434,0.04170593,0.104759153,0.019242026930975088,1.0,success
15mmol_20C,0.000409028,1259.034652,0.40126719,0.060387098,0.10727930199999999,0.018559125962706167,1.0,success
15mmol_20C,0.000374441,1252.694192,0.400437069,0.072278722,0.108620162,0.018194370374268944,1.0,success
15mmol_20C,0.000338259,1243.468176,0.399609723,0.050731548,0.109580419,0.017952885107531975,1.0,success
15mmol_20C,0.000559331,1247.756613,0.499773087,0.043240531,0.096250286,0.021401270684712707,1.0,success
15mmol_20C,0.000561497,1255.361754,0.49969234,0.046532392,0.093758708,0.022049418695082628,1.0,success
15mmol_20C,0.000568529,1247.271699,0.499999122,0.048635331,0.093466702,0.0221266391637482,1.0,success
15mmol_20C,0.000559931,1251.188594,0.500001055,0.049490145,0.095530058,0.021593335069636007,1.0,success
15mmol_20C,0.000494634,1225.59216,0.502358712,0.037902237,0.104715946,0.019201685120632733,1.0,success
15mmol_20C,0.000463932,1249.59018,0.499609596,0.04502757,0.105402013,0.019031444220946377,1.0,success
15mmol_20C,0.000334135,368.572606,0.586940238,0.042935114,0.102427253,0.019816298456661916,1.0,success
15mmol_30C,0.000427091,751.7522531,0.300595785,0.020250722,0.102772961,0.019673706860792003,1.0,success
15mmol_30C,0.000431491,749.9286955,0.300798818,0.021508796,0.103396887,0.019515443058278233,1.0,success
15mmol_30C,0.00039098,750.8672362,0.3009275,0.033229887,0.100884113,0.020191196002035304,1.0,success
15mmol_30C,0.000339183,744.8778032,0.298194638,0.028830732,0.103947435,0.01939209523994031,1.0,success
15mmol_30C,0.000296275,745.5112461,0.299966496,0.028150482,0.105109501,0.01909368372482728,1.0,success
15mmol_30C,0.000276036,749.8052392,0.299224446,0.028260445,0.105832572,0.01890952586613287,1.0,success
15mmol_30C,0.000264763,744.8717235,0.299312295,0.031558317,0.104254383,0.01932616629439531,1.0,success
15mmol_30C,0.000463207,747.1977859,0.399064177,0.027279083,0.100653384,0.020243930698013796,1.0,success
15mmol_30C,0.000454988,755.1565283,0.399257353,0.030386533,0.098851867,0.02072402667293587,1.0,success
15mmol_30C,0.000436292,745.2405594,0.398908343,0.036496614,0.100735436,0.02027590231602233,1.0,success
15mmol_30C,0.000398667,745.2404618,0.398913398,0.030948234,0.10731945,0.018575726399415085,1.0,success
15mmol_30C,0.000336558,754.245634,0.401065892,0.03683308,0.104447937,0.01938760999617639,1.0,success
15mmol_30C,0.000309727,757.4745814,0.399977199,0.037491234,0.100064399,0.020493728281619265,1.0,success
15mmol_30C,0.000298602,748.0022233,0.399170462,0.034313368,0.099761053,0.020540348536308765,1.0,success
15mmol_30C,0.000585569,747.4017408,0.501328585,0.039261513,0.092089454,0.022544437895599893,1.0,success
15mmol_30C,0.000540852,748.8905591,0.501370978,0.0411912,0.092783633,0.022413900190173197,1.0,success
15mmol_30C,0.000525263,748.3448714,0.499454604,0.047282786,0.093627264,0.022225162780302767,1.0,success
15mmol_30C,0.000462764,745.8762555,0.500616194,0.052233032,0.09355402,0.022190963928583926,1.0,success
15mmol_30C,0.000365235,748.8571345,0.500278881,0.041933915,0.101548746,0.02009097035737115,1.0,success
15mmol_30C,0.000327277,750.0605118,0.499916719,0.064726812,0.110354388,0.01775441676220216,1.0,success
15mmol_30C,0.000314875,750.4453316,0.500030565,0.068702416,0.109727409,0.01791390000185693,1.0,success
15mmol_30C,0.000533143,994.1230712,0.298486943,0.037798135,0.102955349,0.019698105183959987,1.0,success
15mmol_30C,0.00051531,1000.640437,0.299850188,0.040141285,0.102315915,0.019885161794609467,1.0,success
15mmol_30C,0.000477953,1001.292163,0.300060547,0.033727591,0.105785476,0.018969579723340204,1.0,success
15mmol_30C,0.00036146,1000.37236,0.299967592,0.039639284,0.10970555,0.017994331423956223,1.0,success
15mmol_30C,0.00029615,995.3970828,0.299271696,0.060865677,0.109082656,0.01807949777835631,1.0,success
15mmol_30C,0.000265392,1002.961609,0.300878529,0.075760642,0.109113491,0.01805698895521143,1.0,success
15mmol_30C,0.000254348,908.3537413,0.277187067,0.036368708,0.103970942,0.019439025463318906,1.0,success
15mmol_30C,0.000551005,1006.766158,0.401205753,0.040367199,0.104700251,0.019288778334267804,1.0,success
15mmol_30C,0.000567321,1006.784357,0.401602951,0.040969557,0.105206543,0.019166836348185633,1.0,success
15mmol_30C,0.000532017,999.2980436,0.400226439,0.035358458,0.110609967,0.01776354660463563,1.0,success
15mmol_30C,0.000422685,997.237472,0.399817342,0.071620111,0.113427005,0.016949903390389102,1.0,success
15mmol_30C,0.000325153,995.6894686,0.399027406,0.073646951,0.111544049,0.017428159245575347,1.0,success
15mmol_30C,0.000300334,997.1635638,0.399791332,0.070960326,0.111364207,0.017481505174551205,1.0,success
15mmol_30C,0.000286825,999.322644,0.399835214,0.067126548,0.110826652,0.01762374586690525,1.0,success
15mmol_30C,0.000659622,1000.129858,0.499652117,0.042670694,0.103755223,0.019524472626103156,1.0,success
15mmol_30C,0.00064296,1008.989706,0.499187526,0.041950378,0.106407322,0.018781857226777873,1.0,success
15mmol_30C,0.000636658,670.8158676,0.53332582,0.040856731,0.104040328,0.019528436439857227,1.0,success
15mmol_30C,0.000637384,991.4772422,0.499741231,0.042100723,0.105975461,0.01894699802936268,1.0,success
15mmol_30C,0.000619449,1005.284654,0.500262774,0.041591356,0.109977661,0.017841220894473722,1.0,success
15mmol_30C,0.000498602,998.5434244,0.500279719,0.070967073,0.114222944,0.016735575967289622,1.0,success
15mmol_30C,0.000369042,1003.336008,0.500305775,0.066469704,0.116510979,0.016154379725147782,1.0,success
15mmol_30C,0.000321902,1000.303949,0.50013415,0.057089113,0.11521322,0.016500973335753705,1.0,success
15mmol_30C,0.000309186,1000.499368,0.499751582,0.055146272,0.114309811,0.016732571264782087,1.0,success
15mmol_30C,0.000485129,1250.056002,0.30007986,0.031432143,0.11381099,0.016906026128051668,1.0,success
15mmol_30C,0.000474288,1250.088685,0.300012818,0.033010744,0.113081172,0.01710325427528159,1.0,success
15mmol_30C,0.000458329,1249.482696,0.299832003,0.033648739,0.113457661,0.017018445213709144,1.0,success
15mmol_30C,0.000395808,1250.036404,0.29999587,0.046113999,0.115489718,0.016422788149790316,1.0,success
15mmol_30C,0.000337808,1250.049679,0.299844545,0.070016204,0.114565863,0.016657651235988745,1.0,success
15mmol_30C,0.000294997,1250.100728,0.299994974,0.051478729,0.113484838,0.016941808899013935,1.0,success
15mmol_30C,0.000277384,1250.222791,0.299965806,0.06860933,0.110792153,0.017633316623327653,1.0,success
15mmol_30C,0.000513668,1259.879786,0.401812929,0.033861731,0.108200269,0.01832685757746923,1.0,success
15mmol_30C,0.00053115,1258.650272,0.400758026,0.035328397,0.108054169,0.01840402491013473,1.0,success
15mmol_30C,0.000508971,1251.065806,0.399801088,0.040676259,0.109044108,0.018081240917003243,1.0,success
15mmol_30C,0.000435091,1249.437583,0.3997909,0.064119866,0.111962584,0.017334517106202096,1.0,success
15mmol_30C,0.000361698,1246.247363,0.399892797,0.040492685,0.115546248,0.016408368274683414,1.0,success
15mmol_30C,0.000331751,1254.343349,0.399759647,0.037007921,0.116101996,0.01626264262794309,1.0,success
15mmol_30C,0.000308907,1245.592317,0.399754855,0.035096823,0.116457077,0.016169944345644144,1.0,success
15mmol_30C,0.000549222,1261.567379,0.499800482,0.038351445,0.105765605,0.01893053467214995,1.0,success
15mmol_30C,0.000553163,1246.383164,0.500328974,0.038767683,0.105608667,0.0189713726368771,1.0,success
15mmol_30C,0.000553572,1251.06223,0.499958639,0.041497602,0.107865848,0.01839080796187875,1.0,success
15mmol_30C,0.000514599,1273.967567,0.499248897,0.073695811,0.110897639,0.017593409410400267,1.0,success
15mmol_30C,0.000424707,1251.429514,0.49989371,0.045768154,0.116405312,0.016200497431067527,1.0,success
15mmol_30C,0.000368847,1212.934445,0.497692766,0.039563548,0.115419568,0.016444568723734877,1.0,success
15mmol_30C,0.00033056,904.352367,0.593749023,0.036715955,0.123460012,0.014396898709383201,1.0,success
